"cts","date","GPS (Lat.) [deg]","GPS (Long.) [deg]","GPS (Alt.) [m]","GPS (2D speed) [m/s]","GPS (3D speed) [m/s]","fix","precision"
"13068.611111111111","2019-10-13T13:04:23.059Z","50.0107405","8.0411242","85.08203254060398","0.722","0.74","3","141"
"13124.222222222223","2019-10-13T13:04:23.114Z","50.0107401","8.0411245","85.05303254060398","0.772","0.72","3","141"
"13179.833333333334","2019-10-13T13:04:23.169Z","50.0107399","8.0411249","85.05903254060398","0.722","0.77","3","141"
"13235.444444444445","2019-10-13T13:04:23.224Z","50.0107394","8.0411249","85.03503254060398","0.737","0.72","3","141"
"13291.055555555557","2019-10-13T13:04:23.279Z","50.010739","8.041125","85.03403254060397","0.703","0.74","3","141"
"13346.666666666668","2019-10-13T13:04:23.334Z","50.0107387","8.0411253","85.02403254060398","0.688","0.7","3","141"
"13402.27777777778","2019-10-13T13:04:23.389Z","50.0107383","8.0411256","85.02303254060398","0.737","0.69","3","141"
"13457.88888888889","2019-10-13T13:04:23.444Z","50.0107372","8.041126","84.98203254060398","0.734","0.74","3","141"
"13513.500000000002","2019-10-13T13:04:23.499Z","50.0107378","8.0411258","85.01803254060398","0.599","0.73","3","141"
"13569.111111111113","2019-10-13T13:04:23.554Z","50.0107372","8.041126","84.98203254060398","0.734","0.6","3","141"
"13624.722222222224","2019-10-13T13:04:23.609Z","50.0107368","8.0411264","84.97103254060399","0.746","0.73","3","141"
"13680.333333333336","2019-10-13T13:04:23.664Z","50.0107364","8.0411264","84.98003254060397","0.71","0.75","3","141"
"13735.944444444447","2019-10-13T13:04:23.719Z","50.0107359","8.0411266","84.98703254060398","0.736","0.71","3","141"
"13791.555555555558","2019-10-13T13:04:23.774Z","50.0107356","8.0411269","84.97303254060397","0.691","0.74","3","141"
"13847.16666666667","2019-10-13T13:04:23.829Z","50.0107355","8.0411271","84.96403254060398","0.619","0.69","3","141"
"13902.777777777781","2019-10-13T13:04:23.884Z","50.0107351","8.0411273","84.97203254060396","0.691","0.62","3","141"
"13958.388888888892","2019-10-13T13:04:23.939Z","50.0107348","8.0411277","84.95103254060398","0.692","0.69","3","141"
"14014","2019-10-13T13:04:23.994Z","50.0107345","8.0411278","84.93603254060396","0.631","0.69","3","141"
"14072.882352941177","2019-10-13T13:04:24.052Z","50.0107342","8.0411279","84.93603254060396","0.589","0.63","3","141"
"14131.764705882353","2019-10-13T13:04:24.110Z","50.010734","8.0411281","84.92903254060398","0.54","0.59","3","141"
"14190.64705882353","2019-10-13T13:04:24.168Z","50.0107338","8.0411283","84.92203254060398","0.546","0.54","3","141"
"14249.529411764706","2019-10-13T13:04:24.226Z","50.0107333","8.0411287","84.88903254060396","0.493","0.55","3","141"
"14308.411764705883","2019-10-13T13:04:24.285Z","50.0107332","8.0411288","84.87203254060397","0.435","0.5","3","141"
"14367.29411764706","2019-10-13T13:04:24.343Z","50.010733","8.0411291","84.85903254060396","0.46","0.44","3","141"
"14426.176470588236","2019-10-13T13:04:24.401Z","50.0107327","8.0411295","84.84203254060397","0.546","0.47","3","141"
"14485.058823529413","2019-10-13T13:04:24.459Z","50.010732","8.0411301","84.81603254060398","0.616","0.55","3","141"
"14543.94117647059","2019-10-13T13:04:24.518Z","50.010732","8.0411301","84.81603254060398","0.616","0.63","3","141"
"14602.823529411766","2019-10-13T13:04:24.576Z","50.0107318","8.0411304","84.81003254060398","0.59","0.62","3","141"
"14661.705882352942","2019-10-13T13:04:24.634Z","50.0107314","8.0411307","84.81703254060396","0.675","0.6","3","141"
"14720.588235294119","2019-10-13T13:04:24.692Z","50.0107312","8.0411311","84.81903254060397","0.67","0.68","3","141"
"14779.470588235296","2019-10-13T13:04:24.751Z","50.0107308","8.0411314","84.80803254060397","0.691","0.67","3","141"
"14838.352941176472","2019-10-13T13:04:24.809Z","50.0107305","8.0411317","84.79303254060396","0.651","0.7","3","141"
"14897.235294117649","2019-10-13T13:04:24.867Z","50.01073","8.0411318","84.78803254060396","0.694","0.66","3","141"
"14956.117647058825","2019-10-13T13:04:24.925Z","50.0107297","8.0411322","84.79803254060398","0.699","0.7","3","141"
"15015","2019-10-13T13:04:24.984Z","50.0107294","8.0411326","84.77903254060398","0.734","0.7","3","141"
"15067.684210526315","2019-10-13T13:04:25.039Z","50.010729","8.0411329","84.77603254060396","0.721","0.74","3","141"
"15120.36842105263","2019-10-13T13:04:25.094Z","50.0107287","8.0411333","84.75903254060397","0.729","0.72","3","141"
"15173.052631578945","2019-10-13T13:04:25.149Z","50.0107283","8.0411334","84.78903254060397","0.676","0.73","3","141"
"15225.73684210526","2019-10-13T13:04:25.204Z","50.0107278","8.0411337","84.76303254060396","0.758","0.68","3","141"
"15278.421052631575","2019-10-13T13:04:25.259Z","50.0107276","8.041134","84.72603254060398","0.672","0.76","3","141"
"15331.10526315789","2019-10-13T13:04:25.314Z","50.0107271","8.0411344","84.73003254060397","0.772","0.68","3","141"
"15383.789473684204","2019-10-13T13:04:25.369Z","50.0107269","8.0411347","84.74903254060398","0.685","0.78","3","141"
"15436.47368421052","2019-10-13T13:04:25.424Z","50.0107266","8.041135","84.76303254060396","0.579","0.69","3","141"
"15489.157894736834","2019-10-13T13:04:25.479Z","50.0107263","8.0411352","84.75503254060398","0.514","0.58","3","141"
"15541.84210526315","2019-10-13T13:04:25.534Z","50.0107259","8.0411356","84.72003254060398","0.594","0.52","3","141"
"15594.526315789464","2019-10-13T13:04:25.589Z","50.0107255","8.0411359","84.70303254060399","0.595","0.6","3","141"
"15647.21052631578","2019-10-13T13:04:25.644Z","50.0107252","8.0411363","84.70403254060396","0.677","0.6","3","141"
"15699.894736842094","2019-10-13T13:04:25.699Z","50.0107249","8.0411366","84.71403254060398","0.702","0.68","3","141"
"15752.578947368409","2019-10-13T13:04:25.754Z","50.0107246","8.0411369","84.69903254060397","0.718","0.7","3","141"
"15805.263157894724","2019-10-13T13:04:25.809Z","50.0107243","8.0411373","84.69003254060398","0.725","0.72","3","141"
"15857.947368421039","2019-10-13T13:04:25.864Z","50.010724","8.0411377","84.67103254060397","0.777","0.73","3","141"
"15910.631578947354","2019-10-13T13:04:25.919Z","50.0107237","8.041138","84.66903254060396","0.743","0.78","3","141"
"15963.315789473669","2019-10-13T13:04:25.974Z","50.0107235","8.0411383","84.65403254060398","0.664","0.75","3","141"
"16016","2019-10-13T13:04:26.029Z","50.0107232","8.0411387","84.64803254060398","0.712","0.67","3","141"
"16074.882352941177","2019-10-13T13:04:26.084Z","50.0107228","8.0411391","84.64303254060398","0.774","0.71","3","141"
"16133.764705882353","2019-10-13T13:04:26.139Z","50.0107225","8.0411394","84.62903254060397","0.761","0.78","3","141"
"16192.64705882353","2019-10-13T13:04:26.194Z","50.0107223","8.0411397","84.62903254060397","0.702","0.76","3","141"
"16251.529411764706","2019-10-13T13:04:26.249Z","50.010722","8.04114","84.62703254060396","0.681","0.7","3","141"
"16310.411764705883","2019-10-13T13:04:26.304Z","50.0107218","8.0411404","84.61803254060398","0.67","0.68","3","141"
"16369.29411764706","2019-10-13T13:04:26.359Z","50.0107216","8.0411408","84.60403254060397","0.64","0.67","3","141"
"16428.176470588234","2019-10-13T13:04:26.414Z","50.0107213","8.0411409","84.59903254060397","0.616","0.64","3","141"
"16487.05882352941","2019-10-13T13:04:26.469Z","50.0107211","8.0411415","84.58103254060397","0.747","0.62","3","141"
"16545.941176470584","2019-10-13T13:04:26.524Z","50.0107208","8.0411417","84.56503254060398","0.658","0.75","3","141"
"16604.82352941176","2019-10-13T13:04:26.579Z","50.0107206","8.041142","84.54603254060397","0.655","0.66","3","141"
"16663.705882352933","2019-10-13T13:04:26.634Z","50.0107203","8.0411422","84.52603254060396","0.622","0.66","3","141"
"16722.588235294108","2019-10-13T13:04:26.689Z","50.0107199","8.0411424","84.52103254060397","0.661","0.63","3","141"
"16781.470588235283","2019-10-13T13:04:26.744Z","50.0107197","8.0411429","84.52103254060397","0.68","0.66","3","141"
"16840.352941176458","2019-10-13T13:04:26.799Z","50.0107196","8.0411432","84.51603254060397","0.631","0.68","3","141"
"16899.235294117632","2019-10-13T13:04:26.854Z","50.0107194","8.0411435","84.50203254060396","0.594","0.63","3","141"
"16958.117647058807","2019-10-13T13:04:26.909Z","50.010719","8.0411438","84.48703254060398","0.707","0.6","3","141"
"17017","2019-10-13T13:04:26.964Z","50.0107187","8.0411441","84.48003254060397","0.732","0.71","3","141"
"17072.61111111111","2019-10-13T13:04:27.019Z","50.0107185","8.0411444","84.47803254060396","0.667","0.73","3","141"
"17128.22222222222","2019-10-13T13:04:27.074Z","50.0107183","8.0411448","84.46503254060399","0.697","0.67","3","141"
"17183.83333333333","2019-10-13T13:04:27.129Z","50.0107179","8.0411451","84.45703254060398","0.801","0.7","3","141"
"17239.444444444438","2019-10-13T13:04:27.184Z","50.0107178","8.0411456","84.40803254060397","0.717","0.8","3","141"
"17295.055555555547","2019-10-13T13:04:27.239Z","50.0107175","8.0411458","84.41903254060396","0.715","0.72","3","141"
"17350.666666666657","2019-10-13T13:04:27.294Z","50.0107171","8.0411462","84.41903254060396","0.803","0.72","3","141"
"17406.277777777766","2019-10-13T13:04:27.349Z","50.0107168","8.0411466","84.41503254060397","0.828","0.8","3","141"
"17461.888888888876","2019-10-13T13:04:27.404Z","50.0107166","8.041147","84.40403254060398","0.759","0.83","3","141"
"17517.499999999985","2019-10-13T13:04:27.459Z","50.0107164","8.0411473","84.39103254060397","0.685","0.76","3","141"
"17573.111111111095","2019-10-13T13:04:27.514Z","50.0107163","8.0411474","84.42803254060398","0.534","0.69","3","141"
"17628.722222222204","2019-10-13T13:04:27.569Z","50.0107158","8.0411477","84.41803254060396","0.752","0.53","3","141"
"17684.333333333314","2019-10-13T13:04:27.624Z","50.0107154","8.041148","84.41303254060396","0.804","0.75","3","141"
"17739.944444444423","2019-10-13T13:04:27.679Z","50.0107152","8.0411485","84.39803254060398","0.763","0.8","3","141"
"17795.555555555533","2019-10-13T13:04:27.734Z","50.0107149","8.0411488","84.37703254060396","0.729","0.76","3","141"
"17851.166666666642","2019-10-13T13:04:27.789Z","50.0107147","8.041149","84.36903254060398","0.639","0.73","3","141"
"17906.777777777752","2019-10-13T13:04:27.844Z","50.0107143","8.0411492","84.36203254060398","0.643","0.64","3","141"
"17962.38888888886","2019-10-13T13:04:27.899Z","50.0107139","8.0411495","84.34403254060398","0.739","0.64","3","141"
"18018","2019-10-13T13:04:27.954Z","50.0107137","8.0411496","84.34303254060397","0.651","0.74","3","140"
"18070.684210526317","2019-10-13T13:04:28.011Z","50.0107134","8.04115","84.31903254060397","0.539","0.65","3","140"
"18123.368421052633","2019-10-13T13:04:28.069Z","50.0107134","8.04115","84.31903254060397","0.539","0.53","3","140"
"18176.05263157895","2019-10-13T13:04:28.127Z","50.0107131","8.0411502","84.34203254060397","0.598","0.54","3","140"
"18228.736842105267","2019-10-13T13:04:28.185Z","50.010713","8.0411503","84.33703254060397","0.472","0.6","3","140"
"18281.421052631584","2019-10-13T13:04:28.243Z","50.010713","8.0411507","84.32003254060398","0.482","0.47","3","140"
"18334.1052631579","2019-10-13T13:04:28.301Z","50.0107124","8.0411511","84.34003254060399","0.769","0.48","3","140"
"18386.789473684217","2019-10-13T13:04:28.359Z","50.0107123","8.0411513","84.35103254060398","0.578","0.77","3","140"
"18439.473684210534","2019-10-13T13:04:28.417Z","50.010712","8.0411515","84.33403254060399","0.59","0.58","3","140"
"18492.15789473685","2019-10-13T13:04:28.475Z","50.0107119","8.0411518","84.29803254060398","0.544","0.59","3","140"
"18544.842105263167","2019-10-13T13:04:28.532Z","50.0107116","8.0411523","84.28703254060396","0.67","0.54","3","140"
"18597.526315789484","2019-10-13T13:04:28.590Z","50.0107114","8.0411527","84.28503254060398","0.67","0.67","3","140"
"18650.2105263158","2019-10-13T13:04:28.648Z","50.010711","8.0411531","84.29103254060398","0.743","0.67","3","140"
"18702.894736842118","2019-10-13T13:04:28.706Z","50.0107107","8.0411539","84.29303254060396","0.869","0.74","3","140"
"18755.578947368434","2019-10-13T13:04:28.764Z","50.0107104","8.0411545","84.30303254060398","0.923","0.87","3","140"
"18808.26315789475","2019-10-13T13:04:28.822Z","50.0107102","8.0411549","84.30503254060396","0.803","0.92","3","140"
"18860.947368421068","2019-10-13T13:04:28.880Z","50.01071","8.0411551","84.30603254060397","0.712","0.8","3","140"
"18913.631578947385","2019-10-13T13:04:28.938Z","50.0107099","8.0411554","84.31703254060396","0.609","0.71","3","140"
"18966.3157894737","2019-10-13T13:04:28.996Z","50.0107098","8.0411557","84.32103254060398","0.551","0.61","3","140"
"19019","2019-10-13T13:04:29.054Z","50.0107091","8.0411565","84.29403254060396","0.76","0.61","3","140"
"19071.684210526317","2019-10-13T13:04:29.106Z","50.0107088","8.0411569","84.27303254060398","0.789","0.61","3","140"
"19124.368421052633","2019-10-13T13:04:29.158Z","50.0107088","8.0411569","84.27303254060398","0.789","0.61","3","140"
"19177.05263157895","2019-10-13T13:04:29.210Z","50.0107085","8.041157","84.32003254060398","0.646","0.79","3","140"
"19229.736842105267","2019-10-13T13:04:29.262Z","50.0107083","8.0411573","84.31403254060398","0.625","0.65","3","140"
"19282.421052631584","2019-10-13T13:04:29.314Z","50.0107081","8.0411577","84.27503254060396","0.644","0.63","3","140"
"19335.1052631579","2019-10-13T13:04:29.366Z","50.0107079","8.0411581","84.23403254060396","0.592","0.64","3","140"
"19387.789473684217","2019-10-13T13:04:29.418Z","50.0107077","8.0411584","84.22103254060399","0.586","0.59","3","140"
"19440.473684210534","2019-10-13T13:04:29.470Z","50.0107073","8.0411587","84.23403254060396","0.711","0.59","3","140"
"19493.15789473685","2019-10-13T13:04:29.522Z","50.010707","8.041159","84.22203254060396","0.684","0.71","3","140"
"19545.842105263167","2019-10-13T13:04:29.575Z","50.0107068","8.0411593","84.22203254060396","0.626","0.68","3","140"
"19598.526315789484","2019-10-13T13:04:29.627Z","50.0107066","8.0411595","84.22103254060399","0.612","0.63","3","140"
"19651.2105263158","2019-10-13T13:04:29.679Z","50.0107063","8.0411599","84.21003254060396","0.624","0.61","3","140"
"19703.894736842118","2019-10-13T13:04:29.731Z","50.0107061","8.0411603","84.22103254060399","0.669","0.62","3","140"
"19756.578947368434","2019-10-13T13:04:29.783Z","50.0107057","8.0411607","84.23703254060398","0.703","0.67","3","140"
"19809.26315789475","2019-10-13T13:04:29.835Z","50.0107054","8.0411609","84.22203254060396","0.634","0.7","3","140"
"19861.947368421068","2019-10-13T13:04:29.887Z","50.010705","8.0411611","84.22003254060398","0.683","0.63","3","140"
"19914.631578947385","2019-10-13T13:04:29.939Z","50.0107047","8.0411615","84.22003254060398","0.72","0.68","3","140"
"19967.3157894737","2019-10-13T13:04:29.991Z","50.0107044","8.0411619","84.23603254060397","0.74","0.72","3","140"
"20020","2019-10-13T13:04:30.044Z","50.0107041","8.0411622","84.23103254060398","0.675","0.74","3","140"
"20078.882352941175","2019-10-13T13:04:30.099Z","50.0107038","8.0411625","84.23003254060397","0.636","0.68","3","140"
"20137.76470588235","2019-10-13T13:04:30.154Z","50.0107034","8.0411629","84.22603254060398","0.776","0.64","3","140"
"20196.647058823524","2019-10-13T13:04:30.209Z","50.010703","8.0411633","84.22303254060397","0.863","0.78","3","140"
"20255.5294117647","2019-10-13T13:04:30.264Z","50.0107027","8.0411636","84.20503254060397","0.814","0.86","3","140"
"20314.411764705874","2019-10-13T13:04:30.319Z","50.0107024","8.0411639","84.20703254060398","0.75","0.81","3","140"
"20373.29411764705","2019-10-13T13:04:30.374Z","50.0107022","8.0411642","84.21603254060396","0.709","0.75","3","140"
"20432.176470588223","2019-10-13T13:04:30.429Z","50.0107021","8.0411645","84.21403254060398","0.614","0.71","3","140"
"20491.058823529398","2019-10-13T13:04:30.484Z","50.0107018","8.0411648","84.19103254060398","0.661","0.61","3","140"
"20549.941176470573","2019-10-13T13:04:30.539Z","50.0107016","8.041165","84.16603254060398","0.615","0.66","3","140"
"20608.823529411748","2019-10-13T13:04:30.594Z","50.0107012","8.0411653","84.14703254060397","0.729","0.61","3","140"
"20667.705882352922","2019-10-13T13:04:30.649Z","50.0107009","8.0411657","84.13403254060397","0.734","0.73","3","140"
"20726.588235294097","2019-10-13T13:04:30.704Z","50.0107006","8.0411658","84.11703254060397","0.679","0.73","3","140"
"20785.470588235272","2019-10-13T13:04:30.759Z","50.0107004","8.0411659","84.10803254060396","0.602","0.68","3","140"
"20844.352941176447","2019-10-13T13:04:30.814Z","50.0107","8.041166","84.13903254060396","0.693","0.6","3","140"
"20903.23529411762","2019-10-13T13:04:30.869Z","50.0106997","8.0411663","84.12103254060396","0.672","0.69","3","140"
"20962.117647058796","2019-10-13T13:04:30.924Z","50.0106996","8.0411664","84.07703254060398","0.588","0.67","3","140"
"21021","2019-10-13T13:04:30.979Z","50.0106996","8.0411663","84.10203254060399","0.334","0.59","3","140"
"21073.684210526317","2019-10-13T13:04:31.034Z","50.0106991","8.0411665","84.04603254060397","0.534","0.33","3","140"
"21126.368421052633","2019-10-13T13:04:31.089Z","50.0106987","8.0411667","84.03303254060397","0.648","0.54","3","140"
"21179.05263157895","2019-10-13T13:04:31.144Z","50.0106985","8.041167","84.02603254060396","0.577","0.65","3","140"
"21231.736842105267","2019-10-13T13:04:31.199Z","50.0106983","8.0411672","84.02203254060397","0.57","0.58","3","140"
"21284.421052631584","2019-10-13T13:04:31.254Z","50.0106979","8.0411675","84.01903254060396","0.645","0.57","3","140"
"21337.1052631579","2019-10-13T13:04:31.309Z","50.0106975","8.0411676","84.00903254060397","0.638","0.65","3","140"
"21389.789473684217","2019-10-13T13:04:31.364Z","50.0106972","8.0411678","84.00303254060397","0.651","0.64","3","140"
"21442.473684210534","2019-10-13T13:04:31.419Z","50.010697","8.0411682","83.99303254060398","0.646","0.65","3","140"
"21495.15789473685","2019-10-13T13:04:31.474Z","50.0106967","8.0411685","83.99303254060398","0.604","0.65","3","140"
"21547.842105263167","2019-10-13T13:04:31.529Z","50.0106963","8.0411688","83.97203254060396","0.71","0.6","3","140"
"21600.526315789484","2019-10-13T13:04:31.584Z","50.010696","8.041169","83.96303254060398","0.712","0.71","3","140"
"21653.2105263158","2019-10-13T13:04:31.639Z","50.0106957","8.0411694","83.94003254060398","0.705","0.71","3","140"
"21705.894736842118","2019-10-13T13:04:31.694Z","50.0106955","8.0411696","83.93503254060398","0.655","0.71","3","140"
"21758.578947368434","2019-10-13T13:04:31.749Z","50.0106951","8.0411698","83.93503254060398","0.668","0.66","3","140"
"21811.26315789475","2019-10-13T13:04:31.804Z","50.0106947","8.0411701","83.91603254060398","0.75","0.67","3","140"
"21863.947368421068","2019-10-13T13:04:31.859Z","50.0106945","8.0411705","83.89103254060397","0.731","0.75","3","140"
"21916.631578947385","2019-10-13T13:04:31.914Z","50.0106942","8.0411709","83.87403254060398","0.705","0.73","3","140"
"21969.3157894737","2019-10-13T13:04:31.969Z","50.010694","8.0411713","83.86603254060397","0.72","0.71","3","140"
"22022","2019-10-13T13:04:32.024Z","50.0106938","8.0411716","83.88703254060398","0.614","0.72","3","140"
"22077.61111111111","2019-10-13T13:04:32.079Z","50.0106935","8.0411718","83.88503254060397","0.606","0.61","3","140"
"22133.22222222222","2019-10-13T13:04:32.134Z","50.0106932","8.0411721","83.88303254060396","0.634","0.61","3","140"
"22188.83333333333","2019-10-13T13:04:32.189Z","50.0106929","8.0411724","83.88203254060396","0.644","0.64","3","140"
"22244.444444444438","2019-10-13T13:04:32.244Z","50.0106927","8.0411727","83.87303254060397","0.648","0.65","3","140"
"22300.055555555547","2019-10-13T13:04:32.299Z","50.0106923","8.0411731","83.86403254060396","0.694","0.65","3","140"
"22355.666666666657","2019-10-13T13:04:32.354Z","50.0106921","8.0411733","83.84103254060396","0.644","0.7","3","140"
"22411.277777777766","2019-10-13T13:04:32.409Z","50.0106918","8.0411735","83.82803254060399","0.626","0.65","3","140"
"22466.888888888876","2019-10-13T13:04:32.464Z","50.0106914","8.0411738","83.83103254060397","0.683","0.63","3","140"
"22522.499999999985","2019-10-13T13:04:32.519Z","50.0106911","8.0411741","83.82903254060396","0.681","0.68","3","140"
"22578.111111111095","2019-10-13T13:04:32.574Z","50.0106909","8.0411744","83.81203254060397","0.587","0.68","3","140"
"22633.722222222204","2019-10-13T13:04:32.629Z","50.0106906","8.0411746","83.79003254060397","0.644","0.59","3","140"
"22689.333333333314","2019-10-13T13:04:32.684Z","50.0106903","8.0411748","83.78403254060397","0.619","0.65","3","140"
"22744.944444444423","2019-10-13T13:04:32.739Z","50.01069","8.041175","83.77703254060397","0.568","0.62","3","140"
"22800.555555555533","2019-10-13T13:04:32.794Z","50.0106898","8.0411754","83.78203254060396","0.653","0.57","3","140"
"22856.166666666642","2019-10-13T13:04:32.849Z","50.0106895","8.0411759","83.78203254060396","0.715","0.65","3","140"
"22911.777777777752","2019-10-13T13:04:32.904Z","50.0106892","8.0411762","83.77503254060396","0.671","0.72","3","140"
"22967.38888888886","2019-10-13T13:04:32.959Z","50.010689","8.0411764","83.77503254060396","0.594","0.67","3","140"
